product,reviewer,city,state,rating,review,review_type
Garam Masala Powder,Sample Customer 054,Visakhapatnam,Andhra Pradesh,5,The flavour is quite natural and not overpowering. The flavour is aromatic rather than excessively hot. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 055,Jodhpur,Rajasthan,3,"Bought this along with a few other Dishu products. The blend added a warm aroma to my curry. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 056,Shimla,Himachal Pradesh,4,"The pack was properly sealed and easy to store. Nice for rajma, chole and paneer dishes. Good addition to the kitchen shelf.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 057,Nagpur,Maharashtra,5,The aroma was noticeable as soon as I opened the pack. The flavour is aromatic rather than excessively hot. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 058,Guwahati,Assam,5,"The pack was properly sealed and easy to store. The flavour is aromatic rather than excessively hot. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 059,Vijayawada,Andhra Pradesh,5,"The aroma was noticeable as soon as I opened the pack. The flavour is aromatic rather than excessively hot. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 060,Jaipur,Rajasthan,5,"Bought this along with a few other Dishu products. Nice for rajma, chole and paneer dishes. Would consider ordering it again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Garam Masala Powder,Sample Customer 061,Dehradun,Uttarakhand,5,"Packaging was neat and the product reached me in good condition. The flavour is aromatic rather than excessively hot. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 001,Guwahati,Assam,5,"This has become a regular item in my kitchen. These two are used together in many of my recipes, so the combo is convenient. I would be comfortable buying this again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 002,Vijayawada,Andhra Pradesh,5,The aroma was noticeable as soon as I opened the pack. Good for sabzi and curry bases. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 003,Jaipur,Rajasthan,5,I have been using this in everyday cooking and it has worked well. Good for sabzi and curry bases. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 004,Dehradun,Uttarakhand,5,"The aroma was noticeable as soon as I opened the pack. The chilli gives heat while coriander keeps the flavour rounded. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 005,Pune,Maharashtra,5,"I liked the freshness of the powder. These two are used together in many of my recipes, so the combo is convenient. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 006,Patna,Bihar,5,"Good option for everyday Indian cooking. These two are used together in many of my recipes, so the combo is convenient. Happy with the first order.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 007,Thiruvananthapuram,Kerala,4,"This has become a regular item in my kitchen. These two are used together in many of my recipes, so the combo is convenient. Used it in dal and sabzi and liked the result.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 008,Chandigarh,Chandigarh,5,"Tried this for the first time and the quality surprised me. Good for sabzi and curry bases. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 009,Varanasi,Uttar Pradesh,5,"Tried this for the first time and the quality surprised me. These two are used together in many of my recipes, so the combo is convenient. Good addition to the kitchen shelf.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 010,Mumbai,Maharashtra,5,"Tried this for the first time and the quality surprised me. The chilli gives heat while coriander keeps the flavour rounded. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 011,Ranchi,Jharkhand,3,"Good option for everyday Indian cooking. These two are used together in many of my recipes, so the combo is convenient. It worked nicely in home-style cooking.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 012,Kochi,Kerala,5,"The pack was properly sealed and easy to store. These two are used together in many of my recipes, so the combo is convenient. Happy with the first order.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 013,Ludhiana,Punjab,5,"I have been using this in everyday cooking and it has worked well. The chilli gives heat while coriander keeps the flavour rounded. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 014,Lucknow,Uttar Pradesh,4,I have been using this in everyday cooking and it has worked well. Good for sabzi and curry bases. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 015,Surat,Gujarat,5,"Good option for everyday Indian cooking. The chilli gives heat while coriander keeps the flavour rounded. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 016,Bhubaneswar,Odisha,5,"Tried this for the first time and the quality surprised me. These two are used together in many of my recipes, so the combo is convenient. Good addition to the kitchen shelf.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 017,Coimbatore,Tamil Nadu,5,"Packaging was neat and the product reached me in good condition. These two are used together in many of my recipes, so the combo is convenient. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 018,Amritsar,Punjab,5,Good option for everyday Indian cooking. The chilli gives heat while coriander keeps the flavour rounded. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 019,Noida,Uttar Pradesh,5,The taste felt balanced in the dishes I made. The chilli gives heat while coriander keeps the flavour rounded. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 020,Ahmedabad,Gujarat,5,I was mainly looking for a fresh spice and this did the job. Good for sabzi and curry bases. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 021,Kolkata,West Bengal,4,The flavour is quite natural and not overpowering. Good for sabzi and curry bases. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 022,Chennai,Tamil Nadu,3,"I liked the freshness of the powder. These two are used together in many of my recipes, so the combo is convenient. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 023,Raipur,Chhattisgarh,5,"Good option for everyday Indian cooking. These two are used together in many of my recipes, so the combo is convenient. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 024,Gurugram,Haryana,5,"I have been using this in everyday cooking and it has worked well. These two are used together in many of my recipes, so the combo is convenient. It worked nicely in home-style cooking.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 025,Srinagar,Jammu & Kashmir,5,The flavour is quite natural and not overpowering. The chilli gives heat while coriander keeps the flavour rounded. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 026,Bhopal,Madhya Pradesh,5,I liked the freshness of the powder. Good for sabzi and curry bases. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 027,Hyderabad,Telangana,5,Tried this for the first time and the quality surprised me. The chilli gives heat while coriander keeps the flavour rounded. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 028,Goa,Goa,4,"The taste felt balanced in the dishes I made. These two are used together in many of my recipes, so the combo is convenient. Used it in dal and sabzi and liked the result.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 029,New Delhi,Delhi,5,The taste felt balanced in the dishes I made. Good for sabzi and curry bases. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 030,Jammu,Jammu & Kashmir,5,I have been using this in everyday cooking and it has worked well. The chilli gives heat while coriander keeps the flavour rounded. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 031,Indore,Madhya Pradesh,5,I was mainly looking for a fresh spice and this did the job. Good for sabzi and curry bases. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 032,Bengaluru,Karnataka,5,"The flavour is quite natural and not overpowering. Good for sabzi and curry bases. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 033,Visakhapatnam,Andhra Pradesh,3,The flavour is quite natural and not overpowering. The chilli gives heat while coriander keeps the flavour rounded. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 034,Jodhpur,Rajasthan,5,"I have been using this in everyday cooking and it has worked well. The chilli gives heat while coriander keeps the flavour rounded. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 035,Shimla,Himachal Pradesh,4,This has become a regular item in my kitchen. The chilli gives heat while coriander keeps the flavour rounded. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 036,Nagpur,Maharashtra,5,"Good option for everyday Indian cooking. These two are used together in many of my recipes, so the combo is convenient. Happy with the first order.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 037,Guwahati,Assam,5,Bought this along with a few other Dishu products. The chilli gives heat while coriander keeps the flavour rounded. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 038,Vijayawada,Andhra Pradesh,5,I was mainly looking for a fresh spice and this did the job. The chilli gives heat while coriander keeps the flavour rounded. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 039,Jaipur,Rajasthan,5,I was mainly looking for a fresh spice and this did the job. The chilli gives heat while coriander keeps the flavour rounded. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 040,Dehradun,Uttarakhand,5,I liked the freshness of the powder. Good for sabzi and curry bases. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 041,Pune,Maharashtra,5,I have been using this in everyday cooking and it has worked well. Good for sabzi and curry bases. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 042,Patna,Bihar,4,The flavour is quite natural and not overpowering. Good for sabzi and curry bases. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 043,Thiruvananthapuram,Kerala,5,Packaging was neat and the product reached me in good condition. The chilli gives heat while coriander keeps the flavour rounded. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 044,Chandigarh,Chandigarh,3,"Bought this along with a few other Dishu products. These two are used together in many of my recipes, so the combo is convenient. Good addition to the kitchen shelf.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 045,Varanasi,Uttar Pradesh,5,"The aroma was noticeable as soon as I opened the pack. Good for sabzi and curry bases. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 046,Mumbai,Maharashtra,5,"I have been using this in everyday cooking and it has worked well. These two are used together in many of my recipes, so the combo is convenient. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 047,Ranchi,Jharkhand,5,Good option for everyday Indian cooking. Good for sabzi and curry bases. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 048,Kochi,Kerala,5,"Tried this for the first time and the quality surprised me. The chilli gives heat while coriander keeps the flavour rounded. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 049,Ludhiana,Punjab,4,The taste felt balanced in the dishes I made. Good for sabzi and curry bases. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 050,Lucknow,Uttar Pradesh,5,This has become a regular item in my kitchen. The chilli gives heat while coriander keeps the flavour rounded. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 051,Surat,Gujarat,5,I was mainly looking for a fresh spice and this did the job. Good for sabzi and curry bases. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 052,Bhubaneswar,Odisha,5,"Good option for everyday Indian cooking. Good for sabzi and curry bases. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 053,Coimbatore,Tamil Nadu,5,"I liked the freshness of the powder. These two are used together in many of my recipes, so the combo is convenient. The quality felt consistent across the pack.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 054,Amritsar,Punjab,5,The pack was properly sealed and easy to store. Good for sabzi and curry bases. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 055,Noida,Uttar Pradesh,3,I was mainly looking for a fresh spice and this did the job. The chilli gives heat while coriander keeps the flavour rounded. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 056,Ahmedabad,Gujarat,4,The aroma was noticeable as soon as I opened the pack. Good for sabzi and curry bases. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 057,Kolkata,West Bengal,5,"The aroma was noticeable as soon as I opened the pack. These two are used together in many of my recipes, so the combo is convenient. Would consider ordering it again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 058,Chennai,Tamil Nadu,5,"Good option for everyday Indian cooking. Good for sabzi and curry bases. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 059,Raipur,Chhattisgarh,5,I was mainly looking for a fresh spice and this did the job. The chilli gives heat while coriander keeps the flavour rounded. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli + Coriander,Sample Customer 060,Gurugram,Haryana,5,Packaging was neat and the product reached me in good condition. The chilli gives heat while coriander keeps the flavour rounded. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 001,Chennai,Tamil Nadu,5,This has become a regular item in my kitchen. The colour and heat worked well for everyday cooking. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 002,Raipur,Chhattisgarh,5,I have been using this in everyday cooking and it has worked well. I used it in tadka and marinades and liked the flavour. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 003,Gurugram,Haryana,5,Tried this for the first time and the quality surprised me. The colour and heat worked well for everyday cooking. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 004,Srinagar,Jammu & Kashmir,5,"The taste felt balanced in the dishes I made. Good balance of colour and spice for regular dishes. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 005,Bhopal,Madhya Pradesh,5,The flavour is quite natural and not overpowering. The colour and heat worked well for everyday cooking. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 006,Hyderabad,Telangana,5,The taste felt balanced in the dishes I made. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 007,Goa,Goa,4,"This has become a regular item in my kitchen. I used it in tadka and marinades and liked the flavour. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 008,New Delhi,Delhi,5,"Bought this along with a few other Dishu products. I used it in tadka and marinades and liked the flavour. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 009,Jammu,Jammu & Kashmir,5,Tried this for the first time and the quality surprised me. The colour and heat worked well for everyday cooking. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 010,Indore,Madhya Pradesh,5,"I have been using this in everyday cooking and it has worked well. I used it in tadka and marinades and liked the flavour. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 011,Bengaluru,Karnataka,3,"Tried this for the first time and the quality surprised me. I used it in tadka and marinades and liked the flavour. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 012,Visakhapatnam,Andhra Pradesh,5,This has become a regular item in my kitchen. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 013,Jodhpur,Rajasthan,5,Good option for everyday Indian cooking. The colour and heat worked well for everyday cooking. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 014,Shimla,Himachal Pradesh,4,The pack was properly sealed and easy to store. Good balance of colour and spice for regular dishes. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 015,Nagpur,Maharashtra,5,The flavour is quite natural and not overpowering. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 016,Guwahati,Assam,5,I liked the freshness of the powder. Good balance of colour and spice for regular dishes. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 017,Vijayawada,Andhra Pradesh,5,The taste felt balanced in the dishes I made. I used it in tadka and marinades and liked the flavour. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 018,Jaipur,Rajasthan,5,"The flavour is quite natural and not overpowering. The colour and heat worked well for everyday cooking. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 019,Dehradun,Uttarakhand,5,Good option for everyday Indian cooking. I used it in tadka and marinades and liked the flavour. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 020,Pune,Maharashtra,5,Tried this for the first time and the quality surprised me. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 021,Patna,Bihar,4,"The flavour is quite natural and not overpowering. The colour and heat worked well for everyday cooking. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 022,Thiruvananthapuram,Kerala,3,Good option for everyday Indian cooking. I used it in tadka and marinades and liked the flavour. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 023,Chandigarh,Chandigarh,5,"I was mainly looking for a fresh spice and this did the job. The colour and heat worked well for everyday cooking. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 024,Varanasi,Uttar Pradesh,5,This has become a regular item in my kitchen. The colour and heat worked well for everyday cooking. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 025,Mumbai,Maharashtra,5,I liked the freshness of the powder. The colour and heat worked well for everyday cooking. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 026,Ranchi,Jharkhand,5,"Packaging was neat and the product reached me in good condition. The colour and heat worked well for everyday cooking. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 027,Kochi,Kerala,5,"I was mainly looking for a fresh spice and this did the job. Good balance of colour and spice for regular dishes. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 028,Ludhiana,Punjab,4,Good option for everyday Indian cooking. I used it in tadka and marinades and liked the flavour. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 029,Lucknow,Uttar Pradesh,5,Good option for everyday Indian cooking. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 030,Surat,Gujarat,5,I have been using this in everyday cooking and it has worked well. Good balance of colour and spice for regular dishes. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 031,Bhubaneswar,Odisha,5,"Tried this for the first time and the quality surprised me. The colour and heat worked well for everyday cooking. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 032,Coimbatore,Tamil Nadu,5,"I liked the freshness of the powder. Good balance of colour and spice for regular dishes. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 033,Amritsar,Punjab,3,Tried this for the first time and the quality surprised me. Good balance of colour and spice for regular dishes. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 034,Noida,Uttar Pradesh,5,I have been using this in everyday cooking and it has worked well. The colour and heat worked well for everyday cooking. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 035,Ahmedabad,Gujarat,4,Tried this for the first time and the quality surprised me. Good balance of colour and spice for regular dishes. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 036,Kolkata,West Bengal,5,"The flavour is quite natural and not overpowering. Good balance of colour and spice for regular dishes. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 037,Chennai,Tamil Nadu,5,"The aroma was noticeable as soon as I opened the pack. The colour and heat worked well for everyday cooking. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 038,Raipur,Chhattisgarh,5,"Good option for everyday Indian cooking. Good balance of colour and spice for regular dishes. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 039,Gurugram,Haryana,5,The flavour is quite natural and not overpowering. The colour and heat worked well for everyday cooking. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 040,Srinagar,Jammu & Kashmir,5,"Bought this along with a few other Dishu products. Good balance of colour and spice for regular dishes. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 041,Bhopal,Madhya Pradesh,5,Tried this for the first time and the quality surprised me. The colour and heat worked well for everyday cooking. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 042,Hyderabad,Telangana,4,Bought this along with a few other Dishu products. I used it in tadka and marinades and liked the flavour. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 043,Goa,Goa,5,The taste felt balanced in the dishes I made. I used it in tadka and marinades and liked the flavour. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 044,New Delhi,Delhi,3,"The taste felt balanced in the dishes I made. The colour and heat worked well for everyday cooking. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 045,Jammu,Jammu & Kashmir,5,Packaging was neat and the product reached me in good condition. The colour and heat worked well for everyday cooking. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 046,Indore,Madhya Pradesh,5,"I was mainly looking for a fresh spice and this did the job. The colour and heat worked well for everyday cooking. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 047,Bengaluru,Karnataka,5,Packaging was neat and the product reached me in good condition. Good balance of colour and spice for regular dishes. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Red Chilli Powder,Sample Customer 048,Visakhapatnam,Andhra Pradesh,5,I liked the freshness of the powder. Good balance of colour and spice for regular dishes. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
